seed	coverage	substitution_rate	read_length	assembly_fraction	family_id	truth_assembly_read_ratio	truth_underrepresented	predicted_assembly_read_ratio	native_status	predicted_underrepresented	outcome
5202	20	0.01	5000	0.75	f2	0.75	False	0.8165	consistent	False	TN
5202	20	0.01	5000	0.75	f3	0.75	False	0.954	consistent	False	TN
5202	20	0.01	5000	0.5	f1	0.5	True	0.5561	possible_collapse	True	TP
5202	20	0.01	5000	0.5	f2	0.5	True	0.5443	possible_collapse	True	TP
5202	20	0.01	5000	0.5	f3	0.5	True	0.636	consistent	False	FN
5202	20	0.01	5000	0.25	f1	0.25	True	0.2808	possible_collapse	True	TP
5202	20	0.01	5000	0.25	f2	0.25	True	0.2722	possible_collapse	True	TP
5202	20	0.01	5000	0.25	f3	0.25	True	0.318	possible_collapse	True	TP
5202	20	0.01	5000	0	f1	0.0	True	0.0	reads_only	True	TP
5202	20	0.01	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5202	20	0.01	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5203	1	0	5000	1	f1	1.0	False	0.0	assembly_only	False	TN
5203	1	0	5000	1	f2	1.0	False	1.869	possible_overexpansion	False	TN
5203	1	0	5000	1	f3	1.0	False	0.9522	consistent	False	TN
5203	1	0	5000	0.75	f1	0.75	False	0.0	assembly_only	False	TN
5203	1	0	5000	0.75	f2	0.75	False	1.4018	consistent	False	TN
5203	1	0	5000	0.75	f3	0.75	False	0.7141	consistent	False	TN
5203	1	0	5000	0.5	f1	0.5	True	0.0	assembly_only	False	FN
5203	1	0	5000	0.5	f2	0.5	True	0.9346	consistent	False	FN
5203	1	0	5000	0.5	f3	0.5	True	0.4761	possible_collapse	True	TP
5203	1	0	5000	0.25	f1	0.25	True	0.0	assembly_only	False	FN
5203	1	0	5000	0.25	f2	0.25	True	0.4674	possible_collapse	True	TP
5203	1	0	5000	0.25	f3	0.25	True	0.238	possible_collapse	True	TP
5203	1	0	5000	0	f1	0.0	True	0.0	low_confidence	False	FN
5203	1	0	5000	0	f2	0.0	True	0.0	reads_only	True	TP
5203	1	0	5000	0	f3	0.0	True	0.0	reads_only	True	TP
5203	1	0.001	5000	1	f1	1.0	False	0.0	assembly_only	False	TN
5203	1	0.001	5000	1	f2	1.0	False	1.9135	possible_overexpansion	False	TN
5203	1	0.001	5000	1	f3	1.0	False	0.9753	consistent	False	TN
5203	1	0.001	5000	0.75	f1	0.75	False	0.0	assembly_only	False	TN
5203	1	0.001	5000	0.75	f2	0.75	False	1.4352	consistent	False	TN
5203	1	0.001	5000	0.75	f3	0.75	False	0.7314	consistent	False	TN
5203	1	0.001	5000	0.5	f1	0.5	True	0.0	assembly_only	False	FN
5203	1	0.001	5000	0.5	f2	0.5	True	0.9568	consistent	False	FN
5203	1	0.001	5000	0.5	f3	0.5	True	0.4876	possible_collapse	True	TP
5203	1	0.001	5000	0.25	f1	0.25	True	0.0	assembly_only	False	FN
5203	1	0.001	5000	0.25	f2	0.25	True	0.4785	possible_collapse	True	TP
5203	1	0.001	5000	0.25	f3	0.25	True	0.2438	possible_collapse	True	TP
