seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	assembly_fraction	family_id	true_assembly_bp	predicted_assembly_bp	overlap_bp	base_recall	base_precision	fragments	truth_fragments
5703	0.05	1	500	iid_base	0.9	0.5	f3	42100	42083	42083	0.9995961995249406	1.0	1	1
5703	0.05	1	500	iid_base	0.9	0.25	f1	305	298	297	0.9737704918032787	0.9966442953020134	1	1
5703	0.05	1	500	iid_base	0.9	0.25	f2	3420	3397	3397	0.9932748538011696	1.0	1	1
5703	0.05	1	500	iid_base	0.9	0.25	f3	21050	21014	21014	0.9982897862232779	1.0	1	1
5703	0.05	1	500	iid_base	0.9	0	f1	0	0	0	NA	NA	0	0
5703	0.05	1	500	iid_base	0.9	0	f2	0	0	0	NA	NA	0	0
5703	0.05	1	500	iid_base	0.9	0	f3	0	0	0	NA	NA	0	0
5703	0.05	3	500	iid_base	0.9	1	f1	1220	985	985	0.8073770491803278	1.0	4	3
5703	0.05	3	500	iid_base	0.9	1	f2	13680	13581	13581	0.9927631578947368	1.0	3	3
5703	0.05	3	500	iid_base	0.9	1	f3	84200	83988	83988	0.9974821852731591	1.0	3	3
5703	0.05	3	500	iid_base	0.9	0.75	f1	915	760	760	0.8306010928961749	1.0	3	3
5703	0.05	3	500	iid_base	0.9	0.75	f2	10260	10171	10167	0.9909356725146199	0.999606725002458	3	3
5703	0.05	3	500	iid_base	0.9	0.75	f3	63150	63053	63053	0.9984639746634996	1.0	3	3
5703	0.05	3	500	iid_base	0.9	0.5	f1	610	516	516	0.8459016393442623	1.0	3	3
5703	0.05	3	500	iid_base	0.9	0.5	f2	6840	6805	6805	0.9948830409356725	1.0	3	3
