seed	unit_substitution_rate	array_fragments	fragment_gap_bp	locate_identity_model	locate_min_identity	coverage	substitution_rate	read_length	family_id	truth_copies	estimate	signed_relative_error	absolute_relative_error	interval_low	interval_high	interval_contains_truth	interval_relative_width	sampling_oracle_copy_estimate	oracle_relative_error	estimator_minus_sampling_oracle	interval_kind
5501	0.03	3	500	iid_base	0.9	1	0.01	5000	f3	200	68.714	-0.65643	0.65643	57.5985	79.8295	False	0.11115499999999998	158.43727909738718	-0.20781360451306413	-0.4486163954869359	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	5	0	5000	f1	20	4.002	-0.7999	0.7999	2.4012	5.2026	False	0.14007000000000003	8.003960396039604	-0.5998019801980198	-0.20009801980198022	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	5	0	5000	f2	80	38.419	-0.5197625	0.5197625	33.6166	44.0218	False	0.13006500000000001	75.14361415088877	-0.06070482311389043	-0.4590576768861096	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	5	0	5000	f3	200	102.0505	-0.4897475	0.4897475	93.8464	110.8549	False	0.0850425	192.83175607346956	-0.03584121963265218	-0.4539062803673478	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	5	0.001	5000	f1	20	3.6018	-0.8199099999999999	0.8199099999999999	2.4012	5.0025	False	0.13006500000000004	8.003960396039604	-0.5998019801980198	-0.2201080198019802	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	5	0.001	5000	f2	80	37.4185	-0.53226875	0.53226875	32.6161	43.2214	False	0.13256625	75.14361415088877	-0.06070482311389043	-0.47156392688610954	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	5	0.001	5000	f3	200	99.8494	-0.500753	0.500753	92.0455	109.054	False	0.0850425	192.83175607346956	-0.03584121963265218	-0.4649117803673478	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	5	0.01	5000	f1	20	3.6018	-0.8199099999999999	0.8199099999999999	2.2011	4.2021	False	0.10005	8.003960396039604	-0.5998019801980198	-0.2201080198019802	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	5	0.01	5000	f2	80	30.6151	-0.61731125	0.61731125	27.0134	35.4175	False	0.10505124999999996	75.14361415088877	-0.06070482311389043	-0.5566064268861096	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	5	0.01	5000	f3	200	83.2412	-0.5837939999999999	0.5837939999999999	75.4373	90.4448	False	0.07503750000000003	192.83175607346956	-0.03584121963265218	-0.5479527803673477	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	20	0	5000	f1	20	8.4542	-0.57729	0.57729	4.9525	11.0054	False	0.302645	17.093703944164908	-0.14531480279175463	-0.4319751972082454	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	20	0	5000	f2	80	44.8222	-0.43972249999999996	0.43972249999999996	39.9698	51.4755	False	0.14382124999999996	87.77091482832493	0.09713643535406166	-0.5368589353540616	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	20	0	5000	f3	200	107.7033	-0.4614835	0.4614835	98.1486	117.208	False	0.09529699999999998	202.83920186496084	0.014196009324804209	-0.47567950932480424	diagnostic_kmer_10_90_spread_not_sampling_CI
5501	0.03	3	500	iid_base	0.9	20	0.001	5000	f1	20	8.104	-0.5948	0.5948	4.8524	10.7553	False	0.295145	17.093703944164908	-0.14531480279175463	-0.4494851972082454	diagnostic_kmer_10_90_spread_not_sampling_CI
